crid,investigator_id
1056666,333
1057630,1298
1057937,333
1067247,472
1066521,472
1070867,1141
1071149,1493
1070156,940
1070664,1141
1044376,179
1057775,956
1059584,1113
1056267,1340
1062252,1229
1049176,12
1052795,367
1073631,57
1069209,106
1070887,71
1047772,483
1052778,483
1052838,
1059785,543
1062129,404
1072526,578
1063505,833
1067694,1080
1070630,231
1071223,397
1051362,173
1052586,904
1056091,300
1056266,1298
1073899,1223
1054676,242
1061358,448
1050784,29
1070553,106
1047691,751
1058066,576
1070504,1328
1052573,1325
1053975,479
1065629,681
1058362,1313
1047435,143
1050548,578
1053245,1090
1053381,415
1061634,948
1068366,472
1059003,63
1073306,1141
1059991,1493
1060383,331
1072333,81
1070664,1141
1072707,1223
1046562,572
1050527,1345
1059601,143
1057662,1170
1063621,1327
1063874,635
1071672,843
1055611,969
1057758,1163
1063822,300
1054550,771
1061782,854
1045102,1380
1052068,645
1052292,365
1054736,365
1054865,404
1057870,276
1059166,1266
1063817,613
1069404,208
1069430,1033
1051661,415
1065473,292
1069363,121
1069812,261
1062969,1340
1073788,986
1073847,
1058362,1313
1052211,1238
1062114,921
1044351,1364
1061188,9
1061881,583
1062515,1156
1064657,1260
1069214,1240
1072227,987
1053889,1277
1069340,1277
1071536,1277
1057116,285
1053921,905
1068244,1493
1045767,807
1060239,1472
1062997,1260
1064033,472
1064295,543
1067397,1091
1069719,1213
1072933,1141
1073236,24
1045386,1061
1063118,1320
1068423,1397
1044948,173
1052177,1138
1061634,948
1068885,602
1052626,166
1062400,864
1072128,12
1047179,1091
1047543,415
1052437,572
1057848,251
1066845,1182
1067415,418
1072486,987
1052542,1438
1058919,610
1050936,657
1051297,1149
1064535,472
1049868,996
1071938,711
1059780,1292
1044425,404
1058929,1476
1048217,583
1065374,1445
1062360,1338
1073291,1223
1045216,543
1050142,981
1050425,1284
1060941,270
1066618,1298
1068237,899
1069633,771
1052405,173
1062059,748
1052697,582
1055930,613
1057299,1216
1063322,1216
1070263,774
1047926,1467
1064623,106
1046326,371
1054750,1457
1064959,945
1048915,1279
1056033,118
1046322,730
1067119,485
1054728,382
1055254,382
1050353,1091
1073225,1141
1072554,986
1059176,1490
1045571,106
1068244,1493
1070879,1052
1062356,969
1056557,112
1063417,44
1064236,1070
1072519,333
1049194,115
1069420,613
1058170,242
1068094,242
1044806,916
1066507,319
1065032,932
1066384,986
1055068,1113
1048801,312
1052385,12
1066508,778
1044126,500
1052536,500
1066959,404
1067850,672
1069051,969
1046588,1481
1065938,156
1050786,948
1052969,922
1050151,1256
1045111,1000
1070393,133
1047152,542
1048539,194
1059335,347
1064492,194
1045674,1046
1048715,1037
1055944,736
1073509,322
1045887,1267
1060613,489
1059223,1424
1062838,552
1067240,292
1045033,820
1071481,651
1044348,1457
1054955,1457
1065900,1052
1064255,536
1058776,543
1055898,829
1070478,397
1046941,83
1052066,44
1052560,1198
1053005,333
1059307,44
1059309,44
1061706,403
1062948,392
1062974,831
1064524,1081
1063720,401
1067368,347
1073913,
1055977,1438
1054477,1417
1060222,1170
1061021,637
1061155,610
1055253,1238
1044515,419
1050192,275
1061825,37
1071860,18
1058215,142
1062421,142
1050651,1398
1049969,916
1052981,1081
1053821,306
1054413,306
1056135,1398
1071740,1081
1050936,657
1060628,359
1071953,472
1071321,57
1056650,595
1063376,948
1052738,1353
1059804,415
1069927,830
1063982,3
1044355,137
1048695,333
1053947,83
1056772,499
1056903,333
1060527,657
1067963,771
1067757,1481
1072311,81
1053111,415
1046185,846
1067934,613
1068904,894
1066566,139
1051801,319
1063059,536
1044514,231
1044890,108
1047961,1284
1049480,501
1050514,792
1052085,792
1057257,501
1058006,851
1058184,193
1063332,613
1065314,1266
1071243,749
1048556,1138
1061866,1083
1070963,1223
1073899,1223
1048113,567
1050683,480
1061618,45
1067418,1052
1055861,376
1064073,124
1071226,540
1048363,1152
1058273,1483
1058850,1483
1048197,1404
1047618,1138
1068632,902
1068641,902
1071833,1223
1068041,300
1046772,415
1051801,319
1048520,1225
1050221,1418
1056040,296
1056460,1138
1065677,1138
1045598,578
1048732,83
1058508,199
1067213,199
1061633,578
1068140,1156
1043945,78
1044559,78
1045082,78
1053910,208
1072373,1170
1073243,472
1073262,472
1049080,319
1070481,1035
1056207,1052
1054053,35
1044510,415
1047622,1091
1049693,1091
1058751,1091
1062435,1455
1066745,1243
1068665,684
1047428,54
1047262,1218
1045028,45
1048495,940
1048834,760
1049280,1279
1049456,1467
1052264,1364
1052965,697
1053226,1216
1053364,1364
1054009,760
1059085,104
1060964,1216
1062107,1419
1064213,1419
1064751,1149
1066619,1419
1066678,1419
1068981,1419
1071074,1419
1071105,567
1071531,224
1066429,35
1045325,816
1047958,189
1052185,934
1049931,567
1058384,1091
1061072,1243
1062631,1091
1063403,1091
1067119,485
1050920,1138
1058593,1430
1053112,133
1063571,969
1068209,106
1048268,690
1060908,1242
1045256,1091
1049807,1091
1053399,242
1063913,899
1064153,1213
1064637,948
1070629,1149
1064202,853
1065002,853
1066317,542
1071292,1082
1072282,697
1072293,1
1045937,1048
1047453,583
1054960,1048
1050949,981
1051437,415
1048986,1317
1057322,
1062419,329
1064635,502
1051801,319
1066391,1103
1070011,1103
1070114,1103
1074134,
1047481,1092
1067419,437
1054608,489
1061043,368
1044246,208
1052510,346
1063968,578
1065505,795
1065618,1298
1067463,760
1069113,266
1072029,266
1053915,189
1055611,969
1071517,1223
1044141,353
1049368,857
1050321,857
1053916,613
1062008,857
1067568,143
1071875,1490
1072804,1455
1051000,287
1052708,1091
1048628,709
1053832,333
1066412,940
1045941,1091
1056681,1091
1071673,1344
1072607,143
1055981,778
1069334,948
1063637,1310
1071448,843
1049676,1156
1073090,611
1046820,111
1056513,685
1052164,191
1066476,191
1047014,1091
1048845,427
1054127,62
1066676,287
1062953,106
1067872,83
1047877,806
1064471,1093
1071216,191
1063628,1377
1065715,509
1072269,497
1072341,581
1052042,317
1053667,1472
1055789,1456
1068620,771
1063740,1481
1072110,950
1072623,784
1063374,71
1069437,1350
1046548,567
1066004,1030
1051038,833
1058034,9
1062064,1336
1064103,633
1062226,1050
1066027,1180
1058849,4
1064027,778
1070363,45
1051914,1031
1063953,9
1047453,583
1059005,177
1059915,1257
1061811,791
1070723,190
1047568,1014
1059681,333
1064292,320
1067181,300
1073031,508
1045295,1456
1059290,1332
1073451,12
1053168,1456
1061065,499
1066766,690
1048747,143
1063333,1260
1073195,1238
1052853,415
1059658,319
1051979,960
1052083,572
1062213,489
1065203,1455
1058625,448
1047319,1091
1053104,485
1063552,833
1067033,645
1069654,1196
1053287,541
1053419,948
1066586,1109
1044896,415
1047451,1341
1053487,656
1056430,1326
1065494,208
1053673,645
1058489,601
1059446,601
1072041,601
1072251,333
1069314,106
1072424,1170
1049477,1216
1072886,1170
1045598,578
1045988,303
1053398,680
1071137,1358
1044343,1480
1061285,9
1057202,133
1065174,543
1066821,143
1067742,1213
1072225,987
1044172,1138
1073831,1456
1051575,1467
1058297,565
1051468,1124
1057811,645
1073154,143
1045195,143
1053675,1292
1056447,1216
1056595,940
1056759,1456
1056782,1216
1072288,948
1050908,961
1056175,330
1069200,1203
1045053,704
1067348,1381
1068534,1094
1044183,415
1044491,448
1050901,1411
1057832,897
1065840,739
1069619,843
1070056,613
1064781,1500
1060013,78
1047626,310
1052211,1238
1053046,1021
1053431,106
1055134,779
1060671,1463
1072664,1016
1073215,472
1049682,1091
1071501,1150
1059004,763
1067823,1274
1061956,1265
1065325,779
1071533,884
1071900,1324
1047953,480
1071740,1081
1069968,75
1051547,531
1072199,45
1051652,1440
1053740,558
1053956,558
1060591,499
1060943,499
1065749,645
1052245,417
1053432,417
1065119,28
1070850,1180
1053475,771
1054634,509
1057559,578
1046354,300
1053957,168
1057322,
1059229,1441
1071833,1223
1051235,1138
1047183,642
1046719,608
1066047,1505
1066621,1334
1061600,909
1044492,189
1047546,833
1055541,189
1047945,877
1060808,63
1071900,1324
1052216,1279
1057920,926
1067870,106
1068798,645
1058996,504
1051789,499
1056490,45
1059264,1292
1062065,1279
1061618,45
1067985,356
1045943,501
1063949,771
1071458,1016
1059218,58
1067256,1279
1067172,83
1048450,538
1067514,744
1045260,489
1054856,1279
1047508,173
1061311,383
1072098,1150
1050482,969
1060751,329
1066395,354
1067364,987
1068110,432
1069803,1326
1071050,432
1049113,960
1051011,562
1054158,1256
1065397,1278
1065398,1278
1068707,229
1068966,24
1069324,1472
1056895,1081
1068352,1052
1068687,882
1047030,297
1049258,562
1065895,143
1048336,860
1055258,1440
1055981,778
1044315,137
1060628,359
1056651,1298
1063583,143
1045437,1493
1058111,427
1062690,868
1055840,54
1049985,237
1048627,583
1053071,1481
1054928,333
1063469,948
1072527,12
1066370,657
1047787,940
1059406,373
1065472,939
1068927,128
1070397,593
1050710,576
1050717,576
1071816,657
1050823,1170
1066923,196
1068987,730
1072618,734
1069466,1456
1047922,940
1050061,54
1071431,1378
1073411,1321
1049167,189
1050388,489
1058216,1493
1067153,1455
1071013,948
1051989,489
1044524,1504
1047399,1421
1055773,255
1064510,1260
1065650,1191
1052663,1035
1054848,1424
1047743,45
1054189,306
1056873,1138
1060720,904
1067981,902
1061271,171
1071850,1150
1045609,583
1047402,83
1052864,562
1070928,34
1047714,415
1071976,1098
1050017,1190
1056601,24
1060152,1298
1061205,602
1071546,749
1047459,275
1049623,275
1050513,275
1052610,319
1063525,45
1070784,231
1051133,960
1051828,1084
1060982,909
1062265,437
1051238,969
1058200,578
1059064,645
1068185,106
1069886,106
1046614,705
1072083,987
1067019,73
1044863,833
1053253,594
1056336,594
1056843,1216
1059331,199
1060789,1149
1049729,1138
1047366,
1063142,356
1068049,1378
1071365,1361
1071864,1378
1071981,219
1063921,884
1044143,297
1044205,297
1059756,1381
1063797,656
1073252,1170
1069337,1331
1073701,1223
1045628,1213
1061394,1303
1055950,53
1071841,270
1057378,1317
1064329,133
1067795,464
1049120,1138
1051542,3
1057062,720
1061833,3
1063982,3
1067181,300
1067571,720
1046166,1481
1048179,231
1056165,1124
1062399,24
1051631,1424
1054998,266
1047045,1329
1051757,333
1064215,137
1061239,472
1053385,1353
1063576,1310
1067373,324
1044333,806
1061478,633
1052179,1109
1063415,309
1061695,106
1066037,1472
1068900,472
1073342,472
1049003,981
1070397,593
1051582,428
1045218,316
1046412,333
1059218,58
1060060,771
1045039,1406
1051680,583
1054443,1029
1068070,1378
1070239,1150
1069533,537
1052472,567
1052536,500
1053823,960
1067024,1121
1069165,196
1070140,1202
1070793,297
1065504,1472
1069561,155
1046230,1081
1064828,24
1052171,864
1061097,572
1052516,173
1053847,1481
1055789,1456
1057515,1402
1059721,791
1060797,9
1064518,797
1065983,567
1065984,948
1067201,1449
1063324,899
1072306,1158
1046948,415
1066450,578
1059786,899
1050978,125
1059403,971
1046320,448
1068239,645
1045843,508
1071897,1398
1071994,472
1046950,1117
1068779,838
1044599,960
1050109,869
1052338,208
1057262,836
1065656,1209
1067094,567
1058013,694
1058293,653
1068220,106
1046945,231
1046947,419
1046900,583
1046941,83
1049271,9
1049765,645
1050930,1124
1054554,1314
1056348,83
1066888,143
1066890,940
1066935,1429
1067066,543
1069009,562
1073225,1141
1059120,213
1061735,72
1070098,583
1070197,472
1071340,472
1073631,57
1064861,1215
1046900,583
1046941,83
1050930,1124
1058431,583
1055670,12
1056348,83
1066888,143
1066890,940
1066935,1429
1068201,948
1069009,562
1073225,1141
1059950,317
1065635,833
1051295,208
1054326,102
1056558,1028
1058014,778
1061642,471
1064111,102
1055411,1280
1046475,1138
1055801,1138
1072220,1141
1073647,852
1054236,1245
1048153,172
1048291,172
1051419,251
1046692,297
1047927,1211
1058568,109
1046124,83
1046835,1441
1048996,1467
1051693,1467
1057428,578
1057457,9
1071570,970
1068785,1240
1048354,333
1050303,333
1056371,333
1060239,1472
1064033,472
1064295,543
1064462,44
1072933,1141
1054907,1164
1056962,1129
1044215,448
1049177,1406
1046043,586
1048608,826
1068244,1493
1064633,1033
1054508,585
1069278,771
1069994,931
1045642,107
1070407,661
1070850,1180
1051707,499
1046840,304
1049353,562
1044682,1504
1046784,372
1057161,597
1072607,143
1044774,366
1061239,472
1068366,472
1070347,1355
1062058,860
1045898,232
1047596,356
1046821,434
1050310,571
1064316,1218
1052867,81
1048400,415
1053488,218
1054811,1507
1057490,251
1059943,319
1060281,1091
1060282,208
1064637,948
1064968,319
1067938,1091
1069252,319
1069962,1305
1071322,1150
1073120,1305
1061048,835
1070336,702
1070699,176
1063529,404
1051971,571
1061520,121
1065781,121
1049785,1483
1059181,868
1069006,498
1070133,498
1070275,57
1049465,1377
1058532,583
1052609,1481
1060870,9
1061133,1052
1061540,940
1066604,833
1069360,1080
1070478,397
1059824,1138
1067318,1333
1062890,1345
1072820,634
1048561,1279
1062956,473
1064589,287
1073454,1141
1055944,736
1070590,578
1071634,1023
1061097,572
1066332,833
1049448,1439
1044297,1242
1044717,1242
1051157,1192
1058487,1091
1063913,899
1064153,1213
1070629,1149
1070158,590
1050532,12
1056678,1292
1053160,948
1056749,341
1062739,1138
1072197,1455
1068244,1493
1050592,175
1053395,960
1067364,987
1068671,578
1068110,432
1071050,432
1072920,1
1057125,900
1057483,778
1064387,920
1065949,1131
1045945,128
1046911,91
1052404,851
1068518,1162
1069733,940
1046949,1327
1046411,985
1047035,985
1071296,425
1073940,
1047735,275
1052266,1030
1053061,656
1060230,969
1065079,558
1066859,558
1046176,275
1065949,1131
1044505,899
1049252,415
1056907,1278
1057013,1377
1073278,1170
1066206,948
1070213,1120
1047946,1213
1048312,1357
1061351,1358
1045735,1068
1068620,771
1057780,1138
1071833,1223
1045812,562
1071909,297
1064569,297
1072013,633
1072804,1455
1071070,1156
1072281,297
1068471,1298
1051219,1345
1050365,1138
1072886,1170
1069640,843
1070963,1223
1071700,1223
1044543,656
1045844,760
1051624,1138
1065882,1072
1068575,633
1067973,104
1050520,77
1056657,27
1059487,1278
1062364,562
1067998,1191
1046907,333
1047237,657
1049471,1138
1050284,1138
1051235,1138
1051614,1138
1052244,889
1052749,662
1055598,1402
1057397,12
1062328,1407
1065142,784
1066864,472
1062544,537
1070397,593
1044655,35
1049896,1256
1050151,1256
1052736,300
1055305,35
1065067,986
1071465,1100
1046175,656
1044524,1504
1047309,437
1047708,760
1060043,45
1070833,57
1060928,1298
1066374,1067
1073242,426
1061483,12
1064617,1440
1048294,567
1072783,1378
1066253,1481
1058549,1124
1054204,
1068409,407
1069894,407
1049619,333
1052557,823
1055863,37
1052903,1467
1054656,436
1055478,1245
1047782,586
1049169,1272
1049912,855
1057856,161
1072455,1320
1073749,948
1053414,
1062795,986
1061546,576
1053081,1202
1058534,1051
1061804,1051
1068367,24
1047006,1149
1073309,356
1073228,1170
1061647,908
1054406,156
1060711,985
1071100,79
1053909,698
1063950,270
1050704,1377
1056020,1050
1065359,234
1068418,234
1051836,125
1055323,914
1058512,310
1061848,81
1051355,692
1059934,45
1046609,208
1049059,501
1067232,771
1069666,417
1044960,1402
1071869,778
1070811,1460
1071117,1460
1071282,1298
1049655,1293
1046213,499
1047600,1138
1047745,960
1049977,1138
1061686,833
1045146,454
1052833,1468
1053669,1453
1056073,454
1070446,784
1056818,1029
1044204,760
1069786,913
1066094,1455
1048882,1284
1049474,62
1060536,798
1067121,1493
1063728,1338
1048170,200
1057491,448
1064432,1279
1071629,1170
1051238,969
1058200,578
1062435,1455
1061629,106
1063685,45
1062297,605
1070693,38
1052469,63
1070067,1455
1050395,1410
1057397,12
1051793,1330
1052997,
1064588,879
1064613,1298
1066607,879
1048038,690
1050770,1456
1054231,760
1059828,83
1063975,1149
1064932,1250
1049029,625
1058162,948
1062771,1150
1059992,926
1045866,83
1050794,415
1059016,1099
1059413,567
1058134,83
1046157,118
1062799,940
1051742,333
1071737,397
1050320,899
1051875,1091
1060969,1091
1062232,833
1058487,1091
1070158,590
1050307,1481
1057457,9
1063960,771
1059614,1493
1061906,312
1061694,657
1066240,548
1066721,578
1069034,1137
1050425,1284
1061385,1455
1069633,771
1071685,1170
1047453,583
1057981,940
1065461,1493
1073135,592
1050032,1091
1056542,1091
1062142,300
1073098,1321
1060010,1024
1072055,224
1062225,1493
1065138,853
1067172,83
1056758,783
1057153,9
1059911,692
1047070,728
1044815,324
1053249,208
1062223,1378
1063256,870
1061752,807
1068478,354
1061482,940
1046436,809
1071539,1021
1044886,133
1071195,392
1049206,1467
1044419,741
1062832,23
1055429,12
1061417,91
1069788,1223
1048520,1225
1049971,1298
1052698,133
1056563,844
1069690,1326
1071190,1429
1052868,15
1063213,645
1064474,1463
1073641,884
1074024,884
1071769,633
1071850,1150
1047392,1214
1057104,797
1057133,1315
1058572,791
1045609,583
1047402,83
1048051,661
1048957,297
1053203,1121
1053931,300
1056113,251
1057658,1493
1058318,543
1065296,697
1073071,1455
1070842,697
1071281,242
1072910,1170
1072282,697
1061507,1150
1064989,1219
1045637,981
1054039,969
1057234,489
1064804,1266
1067519,380
1071435,278
1051050,1202
1056664,543
1055880,482
1047656,486
1063453,1343
1064329,133
1066426,134
1071367,1258
1052820,940
1067532,472
1044030,639
1047659,1138
1049392,583
1056196,916
1066340,1158
1073027,1223
1070479,1493
1066875,1490
1066972,791
1067573,309
1072893,190
1047302,872
1048283,319
1053618,572
1051318,300
1071553,786
1073748,702
1063327,1208
1065722,194
1073721,1398
1045598,578
1054335,189
1054933,189
1061370,1158
1050928,333
1059326,121
1064741,919
1052492,868
1061155,610
1046439,1425
1053927,489
1064408,1
1071123,381
1066809,1279
1069221,415
1070876,415
1052103,1168
1064819,108
1068943,1461
1059069,1091
1063432,1368
1058834,1091
1058054,81
1052731,851
1054016,189
1053785,1227
1057380,1113
1047929,1138
1067695,300
1059113,640
1048626,1245
1065511,1268
1067585,71
1070690,121
1056595,940
1063987,543
1064192,283
1066561,797
1068263,1490
1059237,71
1051798,1370
1050760,563
1051817,241
1054480,826
1052331,427
1056119,1309
1045380,588
1045812,562
1050241,1307
1053513,981
1048476,82
1053544,1313
1054455,82
1058362,1313
1055981,778
1044701,1027
1053991,701
1064958,701
1059159,581
1060407,778
1072661,612
1064209,848
1048605,1091
1050903,1467
1057516,1250
1066583,1401
1067409,1469
1073949,
1047164,511
1048046,973
1066021,645
1044463,1355
1044526,760
1056058,778
1062474,133
1064596,1298
1072594,536
1071185,188
1046261,24
1059684,572
1060807,1458
1070785,917
1044921,137
1045646,1472
1046795,1472
1047941,333
1053223,333
1053947,83
1056148,657
1059779,760
1071022,1005
1068802,704
1063960,771
1059614,1493
1066321,12
1064808,425
1051801,319
1048515,1340
1072040,635
1054894,1149
1049905,1138
1050568,1138
1053160,948
1056749,341
1063527,771
1070963,1223
1072404,562
1073899,1223
1058173,289
1071900,1324
1066747,535
1060883,448
1068993,1249
1056664,543
1067228,333
1068755,657
1053613,1138
1066371,1402
1053808,10
1070122,886
1072761,886
1047735,275
1064996,214
1067114,256
1067605,531
1073431,869
1058340,445
1065615,1
1071116,1137
1060537,190
1066340,1158
1072046,1490
1046356,25
1052528,123
1054226,1233
1055042,899
1057982,1233
1062865,1021
1062995,635
1066227,1455
1065391,36
1067261,850
1072961,1
1055419,1221
1064596,1298
1072324,871
1047424,1091
1060154,984
1060877,1091
1066299,836
1045330,361
1045959,499
1049169,1272
1053940,1279
1056812,220
1057234,489
1063997,1170
1069089,705
1049819,593
1056536,685
1043988,1148
1067853,1347
1058912,1086
1066471,1310
1069155,987
1069362,1016
1056912,781
1057111,312
1067558,312
1073055,1472
1047900,1370
1070141,627
1073011,326
1057719,578
1072128,12
1071823,798
1046756,208
1045031,1283
1047181,1283
1058257,9
1061547,1080
1063925,565
1063034,543
1045718,208
1046015,645
1046484,300
1066258,83
1066553,899
1068244,1493
1050067,333
1050081,1440
1066381,403
1056741,543
1061902,270
1053946,83
1057578,1298
1062555,300
1062739,1138
1068812,926
1061545,231
1070867,1141
1054470,1502
1046757,208
1053052,62
1057806,1158
1059728,1158
1070083,1320
1071704,45
1047739,45
1071160,1
1048588,876
1049912,855
1054441,855
1065480,537
1067186,415
1071338,1066
1062363,910
1070664,1141
1072667,1223
1049421,1467
1050718,1014
1051056,918
1057554,852
1057608,1197
1049383,572
1053085,1138
1064579,1153
1072379,1223
1072443,1223
1056016,1170
1055773,255
1063668,1149
1068108,1216
1049159,1134
1068572,459
1046471,1138
1057087,499
1057181,1138
1058230,1074
1066139,309
1066151,998
1072220,1141
1068708,902
1050529,1476
1058046,853
1071095,639
1056538,237
1057043,4
1044705,118
1046873,578
1051920,899
1052025,778
1068300,319
1047805,728
1073289,940
1067508,728
1065921,513
1052461,1138
1054114,930
1069971,1223
1071590,1223
1070915,5
1057502,333
1062788,1
1069773,1
1053378,572
1060781,108
1055075,173
1044942,133
1046538,291
1049058,561
1051913,960
1052509,833
1059713,489
1062510,502
1057522,1091
1045933,933
1059078,348
1048112,172
1064073,124
1051801,319
1058314,563
1062430,1317
1060039,969
1050116,333
1051579,297
1058741,1456
1053150,1198
1058632,1481
1059517,1481
1062131,234
1068274,234
1068418,234
1071497,10
1071946,10
1066889,833
1044005,974
1057422,1091
1059069,1091
1069080,125
1054024,996
1045143,1201
1052857,611
1065758,1235
1044883,489
1066070,199
1048110,108
1068479,412
1063108,1310
1062577,1138
1069532,1446
1066753,1086
1055490,83
1057491,448
1061471,1091
1067397,1091
1069065,1378
1069448,45
1071629,1170
1068577,1378
1071858,180
1061142,397
1049262,489
1067750,53
1046124,83
1073582,1365
1052510,346
1065618,1298
1066389,346
1067615,17
1073045,333
1046940,14
1049496,916
1061406,1298
1066070,199
1069704,940
1046244,1138
1052023,24
1060835,326
1066618,1298
1063037,171
1064924,1150
1051577,940
1070644,57
1045498,1124
1054849,54
1055820,950
1057658,1493
1060859,404
1062696,9
1063292,697
1066296,613
1068086,697
1072910,1170
1072907,697
1045631,1403
1059741,583
1055517,963
1058968,1456
1048600,251
1053674,767
1055815,463
1067320,993
1044034,730
1044885,1149
1055432,1375
1069506,521
1061879,1344
1049267,996
1045500,596
1044316,1389
1057864,460
1063068,82
1049996,506
1050026,1152
1058111,427
1050802,748
1061508,394
1064370,633
1067620,1408
1070573,322
1046694,489
1047955,1465
1051138,1465
1057022,645
1062703,695
1067176,213
1073432,1223
1071219,224
1047219,189
1068534,1094
1049086,231
1046784,372
1059133,657
1072607,143
1066315,333
1058140,83
1060021,1167
1067477,913
1068654,902
1071982,1223
1073088,1223
1056912,781
1057111,312
1070009,472
1055199,835
1056825,251
1046707,1144
1052778,483
1056450,778
1073901,
1051272,1298
1061528,1080
1072294,133
1067455,1001
1071179,243
1062231,419
1045326,730
1060074,567
1074142,
1066404,106
1067271,106
1053736,1431
1063477,1476
1063592,333
1064244,783
1065810,457
1068074,245
1064665,83
1048261,760
1055255,1463
1055323,914
1058512,310
1045613,1138
1056878,771
1060135,177
1060537,190
1066007,886
1071690,1
1049272,9
1056883,1493
1051705,580
1073897,45
1049364,1295
1049896,1256
1054606,734
1062364,562
1069315,535
1060443,1096
1065581,1156
1066655,1052
1055239,21
1064084,174
1064247,122
1056228,942
1047271,1060
1056558,1028
1058014,778
1072814,24
1051318,300
1046941,83
1065895,143
1072540,1298
1057072,1289
1044543,656
1049786,333
1050303,333
1052183,1456
1053573,333
1070669,1016
1068333,621
1046723,293
1046897,314
1056721,102
1061431,1101
1061642,471
1071721,1493
1052137,771
1055971,623
1066797,472
1071431,1378
1047809,173
1049265,1341
1053520,1216
1055500,1283
1055786,947
1056968,12
1058157,1283
1058257,9
1060256,373
1060313,1052
1062571,1283
1062602,615
1066258,83
1052731,851
1057895,1378
1058501,333
1057783,583
1058136,899
1069994,931
1064714,1375
1066224,389
1048532,208
1064324,1310
1064290,987
1044902,1472
1054404,695
1065013,309
1046166,1481
1048179,231
1056165,1124
1062399,24
1051219,1345
1048599,816
1056808,701
1056921,657
1064380,231
1061071,723
1051339,839
1044633,613
1062265,437
1066790,309
1067723,409
1068203,1015
1054353,427
1071104,115
1045810,760
1046307,1213
1050537,760
1051037,947
1056998,786
1057471,637
1060633,1384
1065120,986
1069259,705
1057819,478
1068753,1355
1071011,1
1044651,156
1048448,81
1053712,319
1069987,1149
1070365,309
1072498,1149
1073010,637
1050520,77
1065442,77
1053345,779
1044966,310
1048073,1463
1054013,914
1055255,1463
1063844,884
1065754,310
1069103,1463
1072925,843
1058993,1463
1044601,705
1047647,743
1055381,1149
1060714,743
1059471,1408
1044605,531
1044802,613
1055482,531
1047289,1476
1050805,1476
1065875,1187
1049268,1091
1055410,771
1058572,791
1061020,791
1069763,1
1044734,356
1053327,356
1072721,895
1047738,404
1062448,1021
1055418,986
1069767,638
1054769,583
1063870,948
1052647,613
1061983,472
1048552,102
1051295,208
1055529,102
1067844,102
1051419,251
1062491,984
1070077,418
1053874,115
1072028,1080
1067139,645
1049448,1439
1049801,81
1054925,1124
1066027,1180
1055253,1238
1060335,1292
1067760,506
1059853,133
1058919,610
1049411,333
1045003,12
1060778,1053
1066313,940
1045866,83
1059603,316
1055105,309
1068731,297
1059246,978
1058255,645
1052067,1195
1051354,894
1049660,1440
1056476,173
1061406,1298
1063726,965
1064317,1293
1057825,11
1046615,1472
1051610,333
1061236,333
1068428,948
1048436,1298
1049579,1317
1061729,1112
1050787,1052
1053993,108
1054778,1284
1046056,543
1070067,1455
1044851,1343
1048889,593
1063160,1378
1048043,124
1054200,1113
1064734,1149
1061091,1440
1044463,1355
1044526,760
1068244,1493
1051591,469
1055003,101
1044273,538
1059256,1050
1068488,726
1060769,120
1061649,101
1065763,1455
1072881,333
1044345,437
1045049,529
1055372,1024
1057173,118
1063311,567
1067796,690
1044921,137
1056348,83
1059847,333
1067238,762
1046039,583
1047116,1355
1073648,653
1046343,1156
1047540,924
1061147,924
1045852,969
1047148,1323
1047089,45
1050546,919
1067697,370
1044426,730
1049579,1317
1052128,899
1071459,913
1047617,342
1054743,1476
1055162,613
1062745,1355
1054669,200
1066559,31
1050148,861
1048497,567
1053781,108
1055718,791
1046414,660
1044706,883
1049686,131
1051903,12
1055983,543
1057589,624
1069626,405
1070433,549
1070695,1088
1048959,506
1049204,868
1056793,1138
1061437,498
1063526,404
1068491,1455
1052955,1456
1054140,208
1060348,231
1070689,678
1054581,1081
1057476,1081
1051059,333
1045053,704
1045586,291
1050704,1377
1056020,1050
1069944,145
1069437,1350
1067139,645
1073631,57
1068422,133
1050312,297
1055580,562
1058314,563
1059419,133
1073108,1157
1048428,816
1062268,943
1068291,1309
1070625,1456
1073493,943
1069568,297
1055326,1202
1067636,940
1068577,1378
1054821,499
1070218,282
1070159,437
1072250,1298
1046377,1020
1050115,493
1052464,844
1054968,141
1057907,969
1072444,141
1062495,1298
1063901,1138
1047659,1138
1049392,583
1063861,578
1064537,319
1066402,798
1069944,145
1066993,798
1048187,68
1064963,193
1066340,1158
1071690,1
1055059,1340
1071733,841
1071900,1324
1073327,374
1054294,454
1056354,1458
1045039,1406
1051754,107
1057967,107
1067982,986
1054043,418
1056113,251
1069719,1213
1052050,1472
1054309,190
1057253,333
1068094,242
1071104,115
1046285,133
1047421,333
1050994,1481
1055108,657
1063771,472
1071249,472
1072771,251
1073909,
1044806,916
1061175,586
1050270,1456
1056432,1170
1070067,1455
1054550,771
1066040,1080
1048428,816
1044616,143
1054115,191
1065550,940
1067212,191
1048849,315
1052148,340
1054987,1
1057579,173
1052137,771
1054833,300
1057657,309
1066681,45
1057880,1052
1072354,567
1062934,1
1044254,1091
1047475,143
1050523,1091
1069517,100
1044806,916
1046875,1398
1048414,899
1044341,137
1045171,137
1047773,1472
1048904,333
1050949,981
1053947,83
1054035,1481
1054710,203
1056062,760
1056148,657
1057089,1472
1057461,333
1067963,771
1072311,81
1053927,489
1060705,842
1052374,1091
1062588,1091
1074072,
1049168,1091
1063684,1493
1063803,1091
